name,lat,lon,image_path
Khách Sạn Asian Ruby,21.0346357,105.852058,
Khách Sạn B&B,21.0322584,105.8549018,
Khách Sạn Âu Cơ Art Classic,21.0295393,105.8481716,
Khách Sạn Asia Palace,21.0324639,105.8544065,
Khách Sạn Art Boutique,21.0323445,105.8469581,
Khách Sạn Asia Backpacker,21.0339514,105.8516392,
Khách Sạn A25,21.0331192,105.8477167,
Nhà hàng cô tô,21.0184654,105.7932361,
Tấm cuisine & Traditional house,21.0636852,105.8655285,
Nhà Hàng CEMBEER,21.0411155,105.7752832,
Bánh Tráng Phú Cường Cơ Sở 3,20.9794509,105.7856786,
rạp chiếu phim CGV,21.0066054,105.7953667,
Nhận Chở Hàng 0983 420420,20.9820138,105.8353257,
Nội thất smile house,21.0819895,105.783933,
VinFast,21.0549624,105.8894633,
Trung Barber Shop,21.0058366,105.8458321,
Cửa hàng bán và giới thiệu sản phẩm Vinataba,21.0216754,105.8555078,
Ngọc Thịnh,21.0129224,105.8321308,
Ô mai Hồng Lam Cầu Giấy,21.0321808,105.7990705,
McDonald's,21.0063873,105.7952432,
Cà Phê Kafa,21.0378611,105.8010007,
Ramen Mikado,21.0293053,105.8084678,
bún đậu,21.0724541,105.7728491,
V9-Hồng Béo(Bún),21.0626014,105.7803246,
Vietcombank,21.0222459,105.8057342,
Gogi House,21.0101288,105.836301,
Time Coffee,21.0142507,105.8313879,
Techcombank,20.9681823,105.8271861,
Nghĩa trang liệt sỹ xã Đông Hội,21.0805036,105.8730278,
V19-Bún chả Hàng Mành,21.0636459,105.7797417,
V22-Nắng,21.0639172,105.7796129,
Circle K,20.9628455,105.7948242,
Ô mai Hồng Lam Trường Chinh,21.0026244,105.8214622,
Đầm bầu Mom Baby,21.0090245,105.8348617,
G.garage,21.0182697,105.828924,
Shop Hàng hiệu,21.0686809,105.7616008,
Bảo tàng Địa chất Việt Nam,21.0235524,105.8587723,
L7 Hotels by Lotte West Lake Hanoi,21.0748062,105.8123756,
Bảo tàng Binh chủng Thông tin liên lạc,21.0303429,105.8266305,
nhà trọ 3,21.070649,105.7737921,
Nhà carot,21.0886548,105.8006979,
Trạm xăng dầu số 39,20.9955216,105.7492787,
InterContinental Hanoi Landmark72,21.0169899,105.7836904,
Cadilas Landmark72 Royal Residence,21.0169464,105.7842571,
Circle K,21.0016115,105.8465426,
Khách Sạn Golden Diamond,21.0391927,105.8511387,
Wakanda Store,21.0107422,105.814186,
The Pizza Company,20.9634342,105.8253655,
Tops Market,20.9998667,105.8286292,
Sacombank,21.0232843,105.8528219,
Cắt tóc Đình Anh,21.0456611,105.8025603,
Cửa hàng Vân Dũng,21.045626,105.8025602,
Khách Sạn Lele & Frog,21.0297333,105.844296,
Tung's Kitchen,21.0313543,105.8489788,
Sadhu,21.0255335,105.8424463,
Chùa Mỗ Lao,20.9764033,105.7805346,
Xưởng In Thun Việt - ThunVietJSC,21.0105485,105.8146871,
Chùa Đại Từ,20.9701715,105.8304736,
PGD Ngân Hàng Quốc Tế VIB,20.9759557,105.8361102,
Quán Ăn Huế Nam Giao,21.038469,105.7917348,
Ngân Hàng Sài Gòn - Hà Nội SHBank,21.0144563,105.8041457,
Patisserie Lapin,21.0139948,105.8036897,
Nhà hàng an viên,21.0234453,105.8042728,
Trà sữa Royal Tea,21.023452,105.8042012,
Nhà thờ Hoàng Thôn,21.0584872,105.7833981,
Quán bia Hà Nội,21.018957,105.8026611,
Sinh Cafe,21.0384964,105.7930323,
ViettelPost,20.9740337,105.8357819,
Quán Bia Dương Tàu,21.0082769,105.8084488,
Nhà hàng Samwon,21.0223566,105.7883168,
Nhà sách xưa và nay,21.0161004,105.8047012,
Phu Hoa,21.0334478,105.8500291,
cafe tưởng tượng,21.0728821,105.7731656,
Nhà Thuốc Tâm An,21.0380968,105.7929932,
Nhà hàng Hải Xồm,21.0458879,105.8026162,
Quán nhậu Tuấn Râu,21.0459733,105.8035611,
Ngan chặt Gia Huy,21.0459733,105.8035235,
Đài Phát Thanh,20.9490449,105.7072565,
TrueMoney Vay,21.0459744,105.8049367,
Kiên Được,21.0459735,105.8046137,
Nhôm kính Mạnh Hùng,21.0459213,105.8048883,
Ngọc Đức,21.0459737,105.8048478,
Showroom Cao Minh,21.0459742,105.8047377,
Rạng Đông,21.0459742,105.8046724,
Vật liệu xây dựng Tiến Thịnh,21.045974,105.8044961,
Đại lý Song Sơn,21.0459735,105.804402,
Minh Ngọc,21.0459735,105.8042882,
Đồng hồ Oanh Chuyền,21.0459735,105.8042065,
Điện máy Đức Cường,21.0459738,105.8041744,
Điện máy Đức Cường,21.0459735,105.8043174,
Kangaroo,21.0459734,105.803735,
Home Cooking Group,21.0459734,105.8038043,
F99,21.0459743,105.8048877,
Vinalight,21.0459735,105.8042512,
Cửa hàng Hoà Khánh,21.0459734,105.8040832,
Đại lý Nam Sơn,21.0459734,105.8038863,
Sàn gỗ Rainforest,21.0459733,105.8037032,
Vietlott,21.0459733,105.8034261,
Hoá chất - Thiết bị thí nghiệm,21.0459733,105.8033998,
ShikiMart,21.0161962,105.8512238,
Lộc Phúc Fine Jewelry,21.0162679,105.8512883,
Nem Phùng - Nem Chua,21.0167316,105.8511645,
C's Clinic,21.016561,105.850975,
Hòa - Sửa chữa quần áo,21.0165999,105.8509937,
Dzung Biez,21.0163234,105.8512156,
Triumph,21.0166883,105.8512317,
Áo dài Vân Anh,21.0167369,105.8512418,
Oanh Oanh,21.016697,105.8511129,
Carat Fine Jewelry & Diamond,21.0166987,105.851072,
Lanh Việt Thắng,21.0167418,105.851045,
Hương Erza,21.016691,105.8510182,
Vàng Kim Hồng Phát,21.0167277,105.8509909,
Nhà may Yến Minh,21.0167254,105.8509566,
Sunshine Palace,21.0350341,105.8533618,
420 Lab,21.0377422,105.8268264,
Moji,21.0182701,105.8494932,
Bloom Spa,21.0184396,105.8495207,
nhà hàng thịnh lùn,21.0231862,105.6179343,
Old Propaganda Posters,21.0338375,105.8536598,
Cafe Lộc,21.0152983,105.8510077,
Phở Vân Anh,21.015401,105.851015,
Nét Huế,21.0154954,105.8510453,
KOPee coffee,21.0152379,105.8512803,
Trường Mầm non Mỹ Đình 1,21.0220567,105.7751898,
Dear Peonia,21.0152514,105.8511945,
Liberty Perfume & Cosmetics,21.0152493,105.8511219,
Tống đại lỹ Xổ số Hà Nội 18,21.0152427,105.8510359,
September 7th,21.015279,105.8513445,
Zema Beauty & more,21.0153181,105.8513405,
The Skin Master,21.0155422,105.8510471,
Mesa Bakery & Coffee,21.0155041,105.8512958,
Vissan,21.0152423,105.8513967,
Ô mai Hồng Lam Hàng Than,21.0404928,105.8475335,
GS25,21.008689,105.8380821,
PNJ,21.0355601,105.7929013,
FPT shop,21.0365124,105.7901582,
Bia Hơi Xuân Thành,21.0411272,105.8008548,
McDonald's,21.0093729,105.8236546,
The Coffee House,21.0090373,105.8237962,
Vietcombank,21.0095218,105.8234009,
The East,21.0297293,105.8441279,
thịt mát MEAT - DELI,20.9861094,105.8100306,
WinMart+,21.0188349,105.8045908,
shop bán túi xách siêu cấp,20.9825106,105.8102709,
Nhung Hươu Việt,20.9828411,105.8100692,
Workshop Candles - 268 Vũ Miên,21.0531914,105.8356506,
Techcombank,21.0324075,105.7888379,
Đền Hai Bà Trưng,21.012183,105.8552674,
Đình Chèm (Đền Chèm),21.0940725,105.7742369,
Đền Voi Phục,21.0306583,105.8042292,
VPBank,21.01615,105.8151755,
Workshop Candles - 81B Mai Hắc Đế,21.0137551,105.8510835,
Nha khoa Parkway,21.0102575,105.8513542,
Phở Gà Ta,21.010364,105.8514359,
Bò Nhúng Dấm,21.0104074,105.851454,
Bami King,21.0104206,105.8509438,
Hao Chi - Dimsum Taipei,21.0103899,105.8511899,
Nhà hàng Tuấn Hải,21.0103513,105.8508881,
The Oasis,21.0611067,105.8320611,
Abay.vn,21.0103102,105.8513748,
Đại lý quạt Phú Cường,21.0104073,105.8513765,
Đại lý quạt Thanh Huyền,21.0104125,105.851323,
CNES,21.0103852,105.8512738,
Hieuparis,21.0101049,105.8513464,
Ha' Chic Design,21.010395,105.85107,
Rubies,21.0104166,105.8510325,
Anh Phát Made in Vietnam,21.0102303,105.8509323,
Q Bar,21.0174741,105.7842953,
Dr. Allen Chiropractic,21.0096816,105.8512894,
Bún Ốc Chúc Thúy,21.0094979,105.8508568,
Nhà thuốc Phương Chính,21.0095477,105.8508597,
SYM Hà Quỳnh 2,21.0098045,105.8512652,
Huong's Jewellery,21.01006,105.8512026,
Pham Kieu Trang,21.0094395,105.8512868,
Goldie,21.0094769,105.8512961,
Vĩnh Long Gallery,21.010054,105.8513401,
Bò khô Phương Dung,21.0395747,105.8478477,
Vitavet,21.0395384,105.8478627,
Bò khô Hiệu 22,21.0394512,105.847899,
Bò khô Mỹ Hương,21.0394173,105.8479131,
Quẩy Tuyết,21.0393191,105.8479539,
Bà Hoa Lẩu nướng,21.0392252,105.847993,
Trạm Y tế phường Hàng Mã,21.039512,105.8472708,
Nhà hàng Thanh Thủy,21.0392339,105.8472545,
Lẩu dê Nhất Ly,21.0391463,105.8472791,
Long Wang,21.0390195,105.847282,
Nhà thờ họ Hoa Văn,21.0621324,105.7815484,
Nhà hàng Quả Trám,21.0388009,105.8467214,
Lươn đồng xứ Nghệ,21.0387025,105.846697,
Bò nầm nướng Puka,21.0394486,105.8470389,
Nhà hàng Đồng Đội,21.0391319,105.8467824,
Mộng Cook,21.03933,105.8470307,
"Bún đậu, giả cày",21.0394364,105.8468471,
Chả cá lăng Toàn Xuân,21.0393909,105.8468359,
Dung Hoà,21.0393663,105.8470331,
NCB,21.039056,105.8470388,
Phòng khám Tràng An,21.0390173,105.8470388,
Cửa hàng Mai Phương,21.0392082,105.847043,
Nhà hàng Bít tết Ngọc Hiếu,21.0388393,105.8470315,
Yummy,21.0387351,105.8470195,
Gấu Bông,21.0395989,105.8478376,
Quang Lợi,21.039375,105.8479307,
Hương VIP,21.0395798,105.8472692,
Xuan Fashion,21.0394505,105.8472722,
Shop Huyền Linh,21.0393908,105.8472735,
"Dây lưng, ví da",21.0392977,105.8472548,
Huy Bontique,21.0392715,105.8472547,
8mobile,21.0397025,105.8477945,
Linh Nhi,21.0396424,105.8478178,
Bin's Shop,21.039623,105.8478258,
Tra My Beauty & Spa,21.0094381,105.8507911,
Elyby,21.0091023,105.8512681,
Thời Trang Gia Đình VT,21.0093495,105.8507806,
Cửa hàng Thuỷ Khế,21.0393,105.8470307,
Pullman - W.M. Store,21.0391097,105.8470397,
Yen Closet,21.0392752,105.8470297,
Sửa xe Ngọc Hậu,21.0394842,105.8468566,
Fresh Garden,21.038922,105.8470361,
Benrick Boutique,21.0392445,105.8470282,
Novida,21.0391594,105.8470412,
Mỹ phẩm Authentic,21.0389807,105.8470376,
Pan Pan,21.0096019,105.8505714,
Onion Phụ Kiện,21.0096687,105.8505637,
Quin Hair,21.0096967,105.850633,
Khách sạn An,21.0396246,105.8477139,
Hà Nội Posh Boutique,21.0398034,105.8477526,
Bảo tàng Tố Hữu,21.0398614,105.7938659,
Nhà thuốc Phương Chính,21.0098826,105.8505521,
Bánh Mì Giò Chả Dũng Hạnh,21.0098397,105.8500823,
Midori House,21.0098004,105.8501165,
Viettel Post,21.0097723,105.8503157,
Lynh's Coffee & Tea,21.0094738,105.8504406,
Bún Chả Chan,21.0102216,105.8506706,
Sữa Chua Trân Châu Hạ Long,21.0103921,105.8504462,
Kafa Café,21.0105038,105.8494406,
Ba Ba Sơn Đông,21.0346219,105.7888949,
Cá Thùy Linh,21.0345704,105.7888821,
Bún Chả Sinh Từ,21.0346716,105.7889104,
Ah Ma Handmade,21.0100476,105.8499778,
Gia Linh Coffee & Juice,21.0104764,105.8498429,
Bống Cafe & Juice,21.0104947,105.8497903,
Coffee Hải Anh,21.010506,105.8497491,
Wehome - Ms Tram,21.010507,105.8497193,
Bảo Vy,21.0105031,105.8496904,
Bún Bung,21.0105069,105.8496521,
The Alley,21.0102936,105.8496384,
Taipei Express,21.0103485,105.8496749,
Wheel Coffee Adventure,21.0099265,105.8499857,
Tiệm Hoa Thủ Đô,21.0097525,105.8505627,
Quân Ánh Minimart,21.0098266,105.8505625,
Bindi,21.00994,105.850667,
Viettel,21.0097017,105.8502349,
Quà Tặng Sức Khỏe,21.0096313,105.850369,
Fashion Hồng Thắng,21.0095445,105.8503891,
LT Watch,21.0095137,105.850412,
APG Eco-mart,21.0095423,105.8505773,
Lam Phi Quynh Store,21.0100111,105.850593,
Bạc Cộng,21.0100615,105.8506044,
Hoàng Khánh - Cắt tóc Gội sấy,21.0103774,105.8507047,
Mothercare,21.0103425,105.8505153,
Fresh Garden,21.0352629,105.7890704,
160Store,21.0100513,105.8498947,
Ziozia,21.0104013,105.850084,
Libé,21.0103841,105.8500246,
Khách Sạn Marriotte Ibiz City Hotel,21.0347635,105.8518089,
Tổ dân phố Hoàng 5 & 19,21.0449487,105.7842994,
Laika Café,21.0363265,105.787082,
Popeyes,21.0414696,105.786802,
Bách Vương Thảo,21.0414688,105.7869775,
Donar Kebab Antony,21.0167367,105.8506815,
Bánh mì Bà Tại - Ăn là nhớ,20.9986229,105.8734073,
O'Coffee,21.0167125,105.8504238,
Mành Cà phê,21.0165554,105.8504408,
Phở Dũng cơ sở 3,20.9959296,105.8741185,
KTV Enter 69,21.0156695,105.8505195,
Shinbashi,21.0157817,105.8505547,
Bún Ốc Phong,21.0158426,105.850551,
Cafe Bánh Mỳ,21.0153322,105.8505028,
Coffee 26,21.0152791,105.8505089,
Miến lươn Tân Tân,21.0152615,105.8508477,
Phở Sướng Cô Mười,21.0153899,105.8508537,
Coffee Mặn,21.0155605,105.8508485,
Ưu Đàm Chay,21.0187719,105.84814,
V25-Cơm bình dân,21.0642169,105.7795256,
V3-Bún đậu mẹt-Năm Râu Quán,21.062247,105.7805273,
V5 -Phở 10 Hà Nội Xưa,21.0623935,105.7804397,
V6-Sữa chua trân châu Hạ Long,21.0624377,105.7804102,
Chợ Vĩnh Tuy,21.0017434,105.8716876,
Aventus Coffee Trần Thái Tông,21.0342713,105.7892102,
Ngoc Han Boutique,21.016444,105.8507341,
Vàng bạc Minh Phúc,21.0165475,105.8507763,
Nhà may Dũng,21.0165844,105.8507753,
Vàng Khánh Linh,21.0167017,105.850712,
Bảo Tín Minh Châu,21.0166477,105.8506506,
Viet Style,21.0166608,105.8505909,
Áo Dài Sài Gòn Bảo Yến,21.0161567,105.8507488,
Xuân - Cửa hàng sửa chữa quần áo,21.0162907,105.8507434,
Luxury Care,21.016131,105.8505424,
Lan - Sửa chữa quần áo,21.0164982,105.8507782,
Vàng Bạc Đá Quý Thịnh Mãi,21.0166227,105.8505347,
Vàng bạc đá quý Quang Thắng Handmade,21.0166667,105.8504868,
July Beauty Care,21.0161995,105.8507421,
Sunny Home Decor,21.0156005,105.8505649,
Duy Thịnh,21.015908,105.8508144,
Y's,21.0159696,105.8507954,
Kim Anh Bui,21.0154445,105.8505041,
Hair salon Tiến Phương,21.0153683,105.8505025,
Duong Beauty Salon,21.0153488,105.8505827,
Giặt Khô - Là Hơi,21.0152747,105.8506251,
Fris,21.0153268,105.8506492,
Sue Ann Bridal,21.0153599,105.8506971,
Paris Mode,21.0156406,105.8508427,
ChitPi Diamond & Jewelry,21.0160288,105.8507611,
Cevonni,21.0155607,105.8505612,
Brides by Olivia,21.0158947,105.8505707,
Made in Vietnam,21.0153151,105.8508553,
WinMart+,20.9991371,105.8730925,
WinMart+,21.0010103,105.8720124,
Nhà thuốc 37D Văn Miếu,21.0282088,105.8363665,
Thành Hiếu,21.0275299,105.8360489,
www.hoaphuongdong.com,21.0284015,105.8364387,
V21-Ánh Ngọc Nails,21.0637859,105.7796682,
V11-Vàng bạc Đức Dũng,21.062899,105.7801765,
V17-Đăng Quang,21.0634514,105.7798486,
V28-Hair beaty salon Nga Nguyễn,21.0644737,105.7794628,
Circle K,21.0002335,105.87229,
Lavender Central Hotel,21.0337956,105.8530368,
Nguyen Art Gallery,21.0285199,105.8364926,
Vincom Mega Mall Royal City,21.0022833,105.8160462,
Chè Lan,21.008899,105.8662428,
Phở Thiện,21.0013778,105.7827142,
Chè Bát Phố Cổ,21.0163655,105.8316011,
Vicky Q Beauty Salon,21.0165483,105.8314006,
Điện máy Bick Bosch,21.1702601,105.6753808,
Vietcombank,20.9927404,105.8045488,
The Sipping Bar,21.0084093,105.8449194,
MediaMart,21.0311719,105.7791547,
Nội Thất Đồ Gỗ Được Phát,21.1400505,105.9075773,
Thế giới đồ gỗ nội thất,21.1208536,105.9003975,
Chùa Kim Liên,21.0585267,105.83297,
Đình Nghi Tàm,21.0566582,105.8329656,
Cửa Hàng Tiện Ích Bảo Long,20.9648945,105.8320905,
Thành Công,21.0137437,105.8132213,
Thu Giang Guest House,21.0316783,105.8479749,
Prince Hotel,21.0347507,105.8516905,
Tien Thuy Hotel,21.0321235,105.8549831,
Zephyr Hotel,21.0256167,105.8514292,
The Drift Backpackers Hostel,21.0191472,105.8484037,
Trang An,21.0321562,105.85026,
Rose Hotel,21.0311286,105.8472821,
Nhà Lâm,21.0612905,105.8638221,
Ngog Mai Hotel,21.0344071,105.8464358,
Riverside,21.0338284,105.8540754,
Vietnam backpackers hostel,21.0295297,105.8484496,
nhà cô Hường,21.0608539,105.8638136,
nhà Der,21.0631262,105.878681,
Thanh Binh Hotel,21.0328004,105.8514379,
Shark Club,21.0244498,105.8562075,
Ngân hàng Seabank,21.0195848,105.8007395,
Trà Tiên Hưởng,21.0155801,105.8055264,
TheK2Deluxe,21.023106,105.8018315,
TT Bit Board (Milk tea - Video game - Board game),21.0449836,105.8750707,
WinMart,21.0284021,105.7687784,
Xưởng tranh kính nghệ thuật,21.1108861,105.4856939,
Phòng Khám Đa Khoa Dr. Binh Tele_Clinic,21.0170098,105.8550422,
Nội thất Đức Cường,21.0820271,105.7838565,
Tèo Coffee,21.045998,105.8683425,
Công an phường Ngọc Lâm,21.0455068,105.8691113,
Bentinho coffee,21.0455249,105.8690094,
Tiệm vịt tiềm A Cường,21.0453824,105.8688786,
YelaPutra Chè,21.0452114,105.8685465,
Cơm cháy gà Lẩu gà thuốc Bắc,21.0451979,105.8685243,
Quán Nam Vịt,21.0451841,105.8685022,
Nhà thuốc Thiện,21.0451298,105.8683676,
Nha Khoa Hà Tín,21.0450924,105.8683011,
Nem lụi Huế,21.0450506,105.8682281,
Nha khoa Phú Mỹ Hưng,21.0455907,105.8685099,
Pink Coffee,21.0455612,105.8685899,
Coffee 68 Long Biên,21.0455539,105.8686187,
Lotita Tea & Cofee,21.04166,105.782519,
Nhà thuốc Hoàng Minh,21.0416695,105.7822704,
Thanh bún ngan,21.0451498,105.8684163,
AAL Express,21.0416739,105.7821546,
Ami Cafe,21.0416521,105.7827436,
Dịch vụ cầm đồ Tân Lan,21.0453646,105.8687591,
Sim phong thủy,21.0454375,105.8689838,
Sửa chữa điện thoại,21.0454563,105.8690586,
Sim số đẹp,21.0454498,105.8690249,
Quốc Đạt Nhận may đồng phục công sở,21.0453967,105.8688288,
Thời trang xuất khẩu Made in Việt Nam,21.0453819,105.8687918,
Shop Thủy Hiền,21.0450705,105.8682744,
Hair Salon Tiến Phạm,21.0455738,105.8687019,
Diệu Anh Nail,21.0455652,105.8687748,
Phân phối văn phòng phẩm Như Hoa,21.0416577,105.7825777,
Viện tóc Giang Giang,21.0416636,105.7824245,
Topbag.vn,21.0416651,105.7823859,
Phân phối văn phòng phẩm Ngọc Minh,21.0416666,105.7823473,
Thu Hiền may thời trang,21.0452331,105.868574,
Hải sản Côn Đảo,21.0451438,105.8683931,
Nhà sách Minh Hải,21.0416543,105.7826669,
Thành Râu Motor,21.0416434,105.7829472,
Vinamilk,21.0416474,105.7828653,
Nhà sách Quang Bình,21.0416507,105.7827819,
Nhà sách Trang Hiếu,21.0416621,105.7824646,
Ker,21.0453378,105.7855047,
ZEDD HOTEL HA NOI,21.0104971,105.7976913,
Tea & Coffee fixx,21.041678,105.7820636,
ToCoToCo,21.0416851,105.7819057,
7S Dental,21.0417049,105.7814123,
Lãm,21.013621,105.8506004,
Điểm khai báo lưu trú,21.0150388,105.8493667,
Aha Cafe,21.0136141,105.8505267,
Nhà sinh hoạt cộng đồng phường Nguyễn Du,21.0147122,105.8502911,
Gumiho,21.0139975,105.849991,
Trâu Ngon Quán,21.0136368,105.850019,
Mr. Big Beef - Bò Nướng Tảng,21.0145105,105.8500087,
IMiss,21.0416934,105.7816823,
Nhà sách Quang Khải,21.0417081,105.7813339,
Laptop TCC,21.0416885,105.7818295,
Kính mắt Chi Chi,21.0416869,105.7818676,
Mission Pro,21.041695,105.7816438,
Hoàn Mỹ Clinic,21.0416964,105.7816053,
Thế giới số 365,21.0417015,105.7814896,
Bảo trà Minh Châu,21.0416817,105.7819818,
Nhà sách Lâm Oanh,21.0417006,105.7815276,
Nhà sách Ngoại Ngữ,21.0416837,105.781769,
Tất Thành laptop,21.0416834,105.7819437,
Nhà sách Phương Anh,21.0417064,105.7813734,
Đăng Quang,21.0415312,105.7812662,
FPT Shop,21.0416658,105.7812703,
Đồng Tâm showroom,21.0414283,105.7812631,
Mare,21.0140797,105.8503087,
Alvi Store,21.0143507,105.8497977,
Circle K,21.0410498,105.7812649,
The Song Serviced Apartment,21.014531,105.8497218,
Ngọc Linh Hotel,21.0141617,105.8503075,
Cháo 37,21.0167751,105.8500046,
